Idx,Book,Ref.,KJB Verse,KJB Word,Original,Transliteration,Definition
"125","Gen","Gen 45:19","Now thou art commanded, this do ye; take you wagons out of the land of Egypt for your little ones, and for your wives, and bring **your father[H1]**, and come","your father","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"126","Gen","Gen 45:23","**And to his father[H1]** he sent after this manner; ten asses laden with the good things of Egypt, and ten she asses laden with corn and bread and meat **for his father[H1]** by the way","And to his father, for his father","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"127","Gen","Gen 45:25","¶ And they went up out of Egypt, and came into the land of Canaan unto Jacob **their father[H1]**","their father","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"128","Gen","Gen 45:27","And they told him all the words of Joseph, which he had said unto them: and when he saw the wagons which Joseph had sent to carry him, the spirit of Jacob **their father[H1]** revived","their father","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"129","Gen","Gen 46:1","¶ And Israel took his journey with all that he had, and came to Beer-sheba, and offered sacrifices unto the God **of his father[H1]** Isaac","of his father","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"130","Gen","Gen 46:3","And he said, I am God, the God **of thy father[H1]**: fear not to go down into Egypt; for I will there make of thee a great nation","of thy father","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"131","Gen","Gen 46:5","And Jacob rose up from Beer-sheba: and the sons of Israel carried Jacob **their father[H1]**, and their little ones, and their wives, in the wagons which Pharaoh had sent to carry","their father","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"132","Gen","Gen 46:29","And Joseph made ready his chariot, and went up to meet Israel **his father[H1]**, to Goshen, and presented himself unto him; and he fell on his neck, and wept on his neck a good while","his father","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"133","Gen","Gen 46:31","And Joseph said unto his brethren, **and unto his father's[H1]** house, I will go up, and shew Pharaoh, and say unto him, My brethren, **and my father's[H1]** house, which were in the land of Canaan, are come","and unto his fathers, and my fathers","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"134","Gen","Gen 46:34","That ye shall say, Thy servants' trade hath been about cattle from our youth **even until now, both we, and also our fathers[H1]**: that ye may dwell in the land of Goshen; for every shepherd is an abomination unto the Egyptians","even until now both we and also our fathers","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"135","Gen","Gen 47:1","¶ Then Joseph came and told Pharaoh, and said, **My father[H1]** and my brethren, and their flocks, and their herds, and all that they have, are come out of the land of Canaan; and, behold, they are in the land of Goshen","My father","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"136","Gen","Gen 47:3","And Pharaoh said unto his brethren, What is your occupation? And they said unto Pharaoh, Thy servants are shepherds, **both we, and also our fathers[H1]**","both we and also our fathers","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"137","Gen","Gen 47:5","And Pharaoh spake unto Joseph, saying, **Thy father[H1]** and thy brethren are come","Thy father","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"138","Gen","Gen 47:6","The land of Egypt is before thee; in the best of the land make **thy father[H1]** and brethren to dwell; in the land of Goshen let them dwell: and if thou knowest any men of activity among them, then make them rulers over my cattle","thy father","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"139","Gen","Gen 47:7","And Joseph brought in Jacob **his father[H1]**, and set him before Pharaoh: and Jacob blessed Pharaoh","his father","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"140","Gen","Gen 47:9","And Jacob said unto Pharaoh, The days of the years of my pilgrimage are an hundred and thirty years: few and evil have the days of the years of my life been, and have not attained unto the days of the years of the life **of my fathers[H1]** in the days of their pilgrimage","of my fathers","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"141","Gen","Gen 47:11","¶ And Joseph placed **his father[H1]** and his brethren, and gave them a possession in the land of Egypt, in the best of the land, in the land of Rameses, as Pharaoh had commanded","his father","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"142","Gen","Gen 47:12","And Joseph nourished **his father[H1]**, and his brethren, **and all his father's[H1]** household, with bread, according to their families","his father, and all his fathers","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"143","Gen","Gen 47:30","But I will lie **with my fathers[H1]**, and thou shalt carry me out of Egypt, and bury me in their buryingplace. And he said, I will do as thou hast said","with my fathers","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"144","Gen","Gen 48:1","¶ And it came to pass after these things, that one told Joseph, **Behold, thy father[H1]** is sick: and he took with him his two sons, Manasseh and Ephraim","Behold thy father","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"145","Gen","Gen 48:9","And Joseph said **unto his father[H1]**, They are my sons, whom God hath given me in this place. And he said, Bring them, I pray thee, unto me, and I will bless","unto his father","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"146","Gen","Gen 48:15","¶ And he blessed Joseph, and said, God, before **whom my fathers[H1]** Abraham and Isaac did walk, the God which fed me all my life long unto this day","whom my fathers","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"147","Gen","Gen 48:16","The Angel which redeemed me from all evil, bless the lads; and let my name be named on them, and the name **of my fathers[H1]** Abraham and Isaac; and let them grow into a multitude in the midst of the earth","of my fathers","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"148","Gen","Gen 48:17","And when Joseph saw **that his father[H1]** laid his right hand upon the head of Ephraim, it displeased him: and he held up **his father's[H1]** hand, to remove it from Ephraim's head unto Manasseh's head","that his father, his fathers","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"149","Gen","Gen 48:18","And Joseph said **unto his father[H1]**, **Not so, my father[H1]**: for this is the firstborn; put thy right hand upon his head","unto his father, Not so my father","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"150","Gen","Gen 48:19","**And his father[H1]** refused, and said, I know it, my son, I know it: he also shall become a people, and he also shall be great: but truly his younger brother shall be greater than he, and his seed shall become a multitude of nations","And his father","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"151","Gen","Gen 48:21","And Israel said unto Joseph, Behold, I die: but God shall be with you, and bring you again unto the land **of your fathers[H1]**","of your fathers","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
